,gpu,cpu,panel_type,size,resolution,refresh_rate,touch_screen,memory_slot,hard_disk_drive,hdmi,displayport,d_sub_vga,thunderbolt,bluetooth,os_bundle,web_camera,optical_drive,fingerprint,body_material,weight,keyboard_backlit,numpad,other_detail,warranty,m2PCIe_slot,m2Combo_slot,m2SATA_slot,mem_size,mem_type,mem_onboard,ssd_size,usbtype_A,usbtype_C,prices
1900,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.25,yes,yes,yes,2,2,0,0,16,DDR4,0,512,2,1,33990
1901,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,35990
1902,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600H,IPS,15.6,2073600,144,0,1,yes,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,1.98,yes,yes,no,2,1,0,0,8,DDR4,0,512,3,1,30990
1903,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600H,IPS,16.1,2073600,144,0,1,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Plastic,2.46,yes,yes,yes,2,1,0,0,8,DDR4,0,512,3,1,31990
1904,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,31990
1905,NVIDIA GeForce RTX 3050,AMD Ryzen 5 5600U,IPS,14.0,2073600,60,0,1,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,1,Aluminium Alloy,1.39,yes,no,yes,3,1,0,0,8,LPDDR4x,1,512,2,1,31990
1906,NVIDIA GeForce RTX 3050,AMD Ryzen 5 6600H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.5,yes,yes,no,3,2,0,0,8,DDR5,0,512,3,1,35990
1907,NVIDIA GeForce RTX 3050,AMD Ryzen 7 4800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,29990
1908,NVIDIA GeForce RTX 3050,AMD Ryzen 7 4800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,31990
1909,NVIDIA GeForce RTX 3050,AMD Ryzen 7 4800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,2.3,yes,yes,no,3,1,0,0,8,DDR4,0,512,3,1,31990
1910,NVIDIA GeForce RTX 3050,AMD Ryzen 7 4800H,IPS,17.3,2073600,144,0,1,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,3,1,31990
1911,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,38990
1912,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,33990
1913,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.2,yes,yes,no,3,2,0,0,16,DDR4,0,512,3,1,35990
1914,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,IPS,16.0,4096000,120,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,1.9,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,37990
1915,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,3,2,0,0,16,DDR4,0,512,3,1,35990
1916,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,38990
1917,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,38990
1918,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,33990
1919,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800HS,IPS,14.0,3110400,120,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,none,0,1,Aluminium + Plastic,1.6,yes,no,yes,3,1,0,0,8,DDR4,1,512,2,2,44990
1920,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800HS,IPS,14.0,2073600,144,0,1,no,1,0,0,0,Bluetooth 5.0,Windows 10,none,0,0,Aluminium + Plastic,1.6,yes,no,yes,2,1,0,0,16,DDR4,1,1000,2,2,36900
1921,NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800U,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,1,Aluminium Alloy,1.39,yes,no,yes,3,1,0,0,16,LPDDR4x,1,512,2,1,33990
1922,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.5,yes,yes,no,3,2,0,0,8,DDR5,0,512,3,1,39990
1923,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.2,yes,yes,no,2,2,0,0,8,DDR5,0,512,2,2,37990
1924,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.1,yes,no,no,3,1,0,0,16,DDR5,0,512,2,2,41990
1925,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800HS,IPS,16.0,4096000,120,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,FHD,0,0,Aluminium,1.95,yes,yes,yes,2,1,0,0,16,LPDDR5,1,512,2,1,41990
1926,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800HS,IPS,14.5,5898240,120,0,2,no,0,1,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,1.45,yes,no,yes,3,1,0,0,16,LPDDR5,1,512,2,2,46990
1927,NVIDIA GeForce RTX 3050,AMD Ryzen 9 5900HX,OLED,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,41990
1928,NVIDIA GeForce RTX 3050,AMD Ryzen 9 5900HX,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,41990
1929,NVIDIA GeForce RTX 3050,Intel Core i5-10500H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,2.2,yes,yes,no,2,1,0,0,8,DDR4,0,512,3,1,32990
1930,NVIDIA GeForce RTX 3050,Intel Core i5-10500H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.86,yes,no,no,2,1,0,0,8,DDR4,0,512,3,1,30990
1931,NVIDIA GeForce RTX 3050,Intel Core i5-11300H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,33990
1932,NVIDIA GeForce RTX 3050,Intel Core i5-11300H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 10,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,32990
1933,NVIDIA GeForce RTX 3050,Intel Core i5-11320H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,8,DDR4,0,512,2,1,29990
1934,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,1.86,yes,no,no,2,1,0,0,16,DDR4,0,512,3,1,31990
1935,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,1000,1,1,30990
1936,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,32990
1937,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.6,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,34990
1938,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,32990
1939,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,30990
1940,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,16,DDR4,0,512,1,1,33990
1941,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,33990
1942,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,32990
1943,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,16.1,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.46,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,34990
1944,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,32990
1945,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,1,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.6,yes,yes,yes,2,0,1,0,8,DDR4,0,512,3,1,34990
1946,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,1,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,32990
1947,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.2,yes,yes,no,3,1,0,0,8,DDR4,0,512,3,1,30990
1948,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,36490
1949,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.6,yes,yes,yes,2,0,1,0,8,DDR4,0,512,3,1,34990
1950,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.3,yes,yes,no,2,0,1,0,8,DDR4,0,512,3,1,32990
1951,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,2.25,yes,no,no,2,1,0,0,8,DDR4,0,512,1,1,34990
1952,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,16.1,2073600,144,0,2,yes,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Plastic,2.46,yes,yes,yes,2,1,0,0,8,DDR4,0,512,3,1,35990
1953,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,3,1,0,0,16,DDR4,0,512,3,1,33990
1954,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,17.3,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,0,1,0,8,DDR4,0,512,1,1,32990
1955,NVIDIA GeForce RTX 3050,Intel Core i5-11400H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.3,yes,yes,no,2,0,1,0,8,DDR4,0,512,3,1,30990
1956,NVIDIA GeForce RTX 3050,Intel Core i5-12450H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.0,yes,yes,no,2,2,0,0,8,DDR5,0,512,2,1,34990
1957,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.29,yes,yes,no,2,2,0,0,8,DDR4,0,512,2,1,34990
1958,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,IPS,15.6,2073600,165,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.5,yes,yes,no,3,2,0,0,8,DDR4,0,512,3,1,35990
1959,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.67,yes,yes,yes,2,1,0,0,16,DDR5,0,512,3,1,36990
1960,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.67,yes,yes,yes,2,1,0,0,16,DDR5,0,512,3,1,36990
1961,NVIDIA GeForce RTX 3050,Intel Core i7-10750H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.86,yes,no,no,2,0,1,0,16,DDR4,0,512,3,1,35990
1962,NVIDIA GeForce RTX 3050,Intel Core i7-10750H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,1.86,yes,no,no,2,1,0,0,8,DDR4,0,512,3,1,34990
1963,NVIDIA GeForce RTX 3050,Intel Core i7-10750H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,2.2,yes,yes,no,2,1,0,0,16,DDR4,0,512,3,1,36990
1964,NVIDIA GeForce RTX 3050,Intel Core i7-10750H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium,2.2,yes,yes,no,2,1,0,0,8,DDR4,0,512,3,1,36490
1965,NVIDIA GeForce RTX 3050,Intel Core i7-11370H,OLED,15.6,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,1,0,0,16,DDR4,1,512,2,1,39990
1966,NVIDIA GeForce RTX 3050,Intel Core i7-11370H,OLED,15.6,2073600,60,0,2,no,1,0,0,1,Bluetooth 5.0,Windows 10,HD,0,0,Aluminium + Plastic,1.65,yes,yes,yes,2,0,0,1,8,DDR4,1,512,2,1,39990
1967,NVIDIA GeForce RTX 3050,Intel Core i7-11600H,IPS,15.6,2073600,144,0,2,no,1,1,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,37990
1968,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium,2.3,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,31990
1969,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,34990
1970,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,42490
1971,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,2.1,yes,yes,no,2,2,0,0,16,DDR4,0,512,1,1,41990
1972,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,2,1,39990
1973,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.2,yes,yes,no,3,1,0,0,8,DDR4,0,512,3,1,32990
1974,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,17.0,9216000,60,1,2,no,1,0,0,1,Bluetooth 5.1,Windows 10,1-2MP,0,1,Aluminium,2.42,yes,no,yes,3,1,0,0,16,DDR4,0,1000,0,4,108990
1975,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Aluminium + Plastic,2.1,yes,no,no,2,1,0,0,8,DDR4,0,512,1,1,37990
1976,NVIDIA GeForce RTX 3050,Intel Core i7-11800H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,0,Aluminium + Plastic,2.3,yes,no,no,2,1,0,0,8,DDR4,0,512,1,1,39990
1977,NVIDIA GeForce RTX 3050,Intel Core i7-1195G7,IPS,16.0,4096000,120,1,2,no,1,0,0,1,Bluetooth 5.2,Windows 11,HD,0,1,Aluminium,2.0,yes,yes,yes,2,1,0,0,16,LPDDR4x,1,1000,2,2,55990
1978,NVIDIA GeForce RTX 3050,Intel Core i7-1195G7,IPS,16.0,4096000,120,1,1,no,1,0,0,1,Bluetooth 5.2,Windows 10,HD,0,1,Aluminium,2.0,yes,yes,no,3,1,0,0,16,LPDDR4x,1,1000,2,2,64990
1979,NVIDIA GeForce RTX 3050,Intel Core i7-12650H,IPS,15.6,2073600,144,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.0,yes,yes,no,2,2,0,0,16,DDR5,0,512,2,1,39990
1980,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,1000,1,1,45490
1981,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,14.5,5898240,120,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Aluminium,1.45,yes,no,yes,3,1,0,0,16,LPDDR5,1,1000,1,0,54990
1982,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,15.6,2073600,165,0,2,no,1,0,0,1,Bluetooth 5.1,Windows 11,HD,0,0,Plastic,2.5,yes,yes,no,3,2,0,0,8,DDR4,0,512,3,1,39990
1983,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,13.4,2304000,120,1,2,no,0,0,0,1,Bluetooth 5.2,Windows 11,HD,0,1,Aluminium + Plastic,1.18,yes,no,yes,3,1,0,0,16,LPDDR5,0,512,1,1,59990
1984,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,45490
1985,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,17.3,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.6,yes,yes,no,2,1,0,0,16,DDR4,0,1000,1,1,49490
1986,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,yes,no,2,1,0,0,8,DDR4,0,512,1,1,43490
1987,NVIDIA GeForce RTX 3050,Intel Core i7-12700H,IPS,15.6,2304000,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Aluminium + Plastic,2.25,yes,no,no,2,1,0,0,16,DDR4,0,512,1,1,45490
1988,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 5600H,IPS,16.1,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.46,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,35990
1989,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 5600H,IPS,16.1,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.46,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,35990
1990,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 5600H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,none,0,0,Aluminium,2.1,yes,no,yes,3,1,1,0,16,DDR4,0,512,3,1,32990
1991,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 5600U,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,1,Aluminium Alloy,1.39,yes,no,yes,3,1,0,0,8,LPDDR4x,1,512,2,1,31990
1992,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 6600H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.5,yes,yes,no,3,2,0,0,8,DDR5,0,512,3,1,37990
1993,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 5 6600H,IPS,16.1,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.4,yes,yes,yes,2,1,0,0,16,DDR5,0,512,3,1,38490
1994,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 4800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 11,none,0,0,Aluminium,2.1,yes,no,no,3,1,0,0,16,DDR4,0,512,3,1,38990
1995,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 11,HD,0,0,Plastic,2.29,yes,yes,no,2,2,0,0,16,DDR4,0,512,2,1,36990
1996,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,16.1,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.46,yes,yes,no,2,2,0,0,8,DDR4,0,512,3,1,39990
1997,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.0,Windows 11,HD,0,0,Plastic,2.25,yes,yes,yes,2,2,0,0,16,DDR4,0,512,2,1,37990
1998,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,3,2,0,0,16,DDR4,0,512,3,1,38990
1999,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,144,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.2,yes,yes,no,3,2,0,0,8,DDR4,0,512,3,1,36990
2000,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,165,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.4,yes,yes,yes,2,0,2,0,16,DDR4,0,512,4,2,39990
2001,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800H,IPS,15.6,2073600,120,0,2,no,1,0,0,0,Bluetooth 5.1,Windows 10,HD,0,0,Plastic,2.25,yes,yes,yes,2,0,2,0,16,DDR4,0,512,2,1,32990
2002,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800U,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,1,Aluminium Alloy,1.39,yes,no,yes,3,1,0,0,16,LPDDR4x,1,512,2,1,35990
2003,NVIDIA GeForce RTX 3050 Ti,AMD Ryzen 7 5800U,IPS,14.0,2073600,60,0,2,no,1,0,0,0,Bluetooth 5.2,Windows 10,HD,0,1,Aluminium Alloy,1.39,yes,no,yes,3,1,0,0,16,LPDDR4x,1,512,2,1,36990
