,names,prices,urls,Brand,Model,Model Year,CPU,GPU,Panel Type,Size,Resolution,Refresh Rate,Touch Screen,Memory Size,Memory Slot,Hard Disk Drive,Solid State Drive,M.2 Slot,USB Ports,,HDMI,DisplayPort,D-Sub/VGA,Thunderbolt,Wireless LAN,Ethernet LAN,Bluetooth,OS Bundle,Web Camera,Optical Drive,Fingerprint,Body Material,Body Color,Weight,Battery Type,Keyboard Type,Keyboard Backlit,Numpad,Other Detail,Warranty,Insurance
148,Lenovo Legion 5 Pro 16IAH7H-82RF00F2TA,"79,990",https://notebookspec.com/notebook/11984-lenovo-legion-5-pro-16iah7h-82rf00f2ta.html,Lenovo,Lenovo Legion 5 Pro 16IAH7H-82RF00F2TA,Q2 / 2022,"Intel Core i9-12900H (3.80 GHz, 24 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,16 นิ้ว,16 inch WQXGA (2560x1600) 2K,165 Hz,ไม่รองรับ,32 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminum,Storm Grey,2.49 kg,Integrated 80Wh,RGB Chiclet Keyboard,มี,มี,Office Trial,4Y Legion Ultimate Support + 2Y ADP,ไม่มี
149,Lenovo Legion 5 15IAH7H-82RB00A1TA,"57,990",https://notebookspec.com/notebook/11983-lenovo-legion-5-15iah7h-82rb00a1ta.html,Lenovo,Lenovo Legion 5 15IAH7H-82RB00A1TA,Q3 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch WQHD (2560x1440) 2K Dolby Vision,165 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),FHD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Storm Grey,2.4 kg,Integrated 80Wh,RGB Chiclet Keyboard,มี,มี,Office Trial,3Y Onsite + 2Y ADP,ไม่มี
150,Asus Vivobook 14X OLED D1403QA-KM501WS,"26,990",https://notebookspec.com/notebook/11982-asus-vivobook-14x-oled-d1403qa-km501ws.html,Asus,Asus Vivobook 14X OLED D1403QA-KM501WS,Q2 / 2022,"AMD Ryzen 5 5600H (3.30 GHz up to 4.20 GHz, 16 MB L3 Cache)",AMD Radeon RX Vega 7,OLED,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Quiet Blue,1.5 kg,"3-Cell Li-ion, 70WHrs",Chiclet Keyboard,มี,มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
151,MSI Stealth 15M B12UE-006TH,"59,990",https://notebookspec.com/notebook/11981-msi-stealth-15m-b12ue-006th.html,MSI,MSI Stealth 15M B12UE-006TH,Q2 / 2022,"Intel Core i7-1280P (1.30 GHz, 24 MB L3 Cache up to 4.80 Ghz)",NVIDIA GeForce RTX 3060 Max-Q (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Core Black,1.8 kg,"3-Cell, 53.8Whr",RGB Chiclet Keyboard,มี,ไม่มี,,2Y (1 year Global+ 1 Year Thailand),ไม่มี
152,Lenovo Legion 5 15IAH7H-82RB0003TA,"56,990",https://notebookspec.com/notebook/11980-lenovo-legion-5-15iah7h-82rb0003ta.html,Lenovo,Lenovo Legion 5 15IAH7H-82RB0003TA,Q3 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,165 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),FHD camera,ไม่มี,ไม่มี,Aluminium + Plastic,Storm Grey,2.4 kg,Integrated 80Wh,RGB Chiclet Keyboard,มี,มี,Office Trial,3Y Onsite + 2Y ADP,ไม่มี
153,MSI GS66 Stealth 12UHS-253TH,"164,990",https://notebookspec.com/notebook/11979-msi-gs66-stealth-12uhs-253th.html,MSI,MSI GS66 Stealth 12UHS-253TH,Q2 / 2022,"Intel Core i9-12900H (3.80 GHz, 24 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 3080 Ti (16GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (3840x2160) UHD 4K,120 Hz,ไม่รองรับ,64 GB DDR5,2 Slots,ไม่มี,2TB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD IR camera,ไม่มี,มี,Aluminum,Core Black,2.1 kg,"4-Cell, 99.9Wh",RGB Chiclet Keyboard,มี,ไม่มี,,2Y (1 year Global+ 1 Year Thailand),ไม่มี
154,MSI Prestige 14 Evo A11MO-216TH,"37,490",https://notebookspec.com/notebook/11978-msi-prestige-14-evo-a11mo-216th.html,MSI,MSI Prestige 14 Evo A11MO-216TH,Q2 / 2022,"Intel Core i7-1195G7 (2.90 GHz, 12 MB L3 Cache up to 5.00 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB LPDDR4x On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD IR Camera Windows Hello support,ไม่มี,มี,Plastic,Carbon Gray,1.29 kg,"3-Cell Li-Polymer, 52Whr",Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2021,2Y (1 year Global+ 1 Year Thailand),ไม่มี
155,MSI Crosshair 15 B12UEZ-243TH,"66,990",https://notebookspec.com/notebook/11977-msi-crosshair-15-b12uez-243th.html,MSI,MSI Crosshair 15 B12UEZ-243TH,Q3 / 2022,"Intel Core i9-12900H (3.80 GHz, 24 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 3060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (2560x1440) QHD 2K,165 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Multi-Color Gradient,2.3 kg,"3-Cell Li-ion, 53.5WHrs",Chiclet Keyboard,มี,มี,,2Y (1 year Global+ 1 Year Thailand),ไม่มี
156,Asus ZenBook S 13 OLED UM5302TA-LV701WS,"35,990",https://notebookspec.com/notebook/11976-asus-zenbook-s-13-oled-um5302ta-lv701ws.html,Asus,Asus ZenBook S 13 OLED UM5302TA-LV701WS,Q2 / 2022,"AMD Ryzen 7 6800U (2.70 GHz up to 4.70 GHz, 16 MB L3 Cache)",AMD Radeon 680M,OLED,13.3 นิ้ว,13.3 inch (2880x1800) 2.8K HDR,60 Hz,ไม่รองรับ,16 GB LPDDR5 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,,ไม่มี,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,มี,Plastic,Ponder Blue,1 kg,"4-Cell Li-ion, 67Whr",Chiclet Keyboard,มี,มี,Microsoft Office Home & Student 2021,2Y Onsite + 1Y Perfect,ไม่มี
157,Asus ROG Strix G15 GL543RW-HF139W,"79,990",https://notebookspec.com/notebook/11975-asus-rog-strix-g15-gl543rw-hf139w.html,Asus,Asus ROG Strix G15 GL543RW-HF139W,Q2 / 2022,"AMD Ryzen 9 6900HX (3.30 GHz, 20 MB L3 Cache, up to 4.90 GHz)",NVIDIA GeForce RTX 3070 Ti (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),-,ไม่มี,ไม่มี,Plastic,Eclipse Grey,2.3 kg,"4-Cell Li-ion, 90Wh",RGB Chiclet Keyboard,มี,มี,,3Y Onsite + 1Y Perfect,ไม่มี
158,Lenovo IdeaPad 5 14ALC05-82LM00TETA,"24,990",https://notebookspec.com/notebook/11974-lenovo-ideapad-5-14alc05-82lm00teta.html,Lenovo,Lenovo IdeaPad 5 14ALC05-82LM00TETA,Q2 / 2022,"AMD Ryzen 7 5700U (1.80 GHz up to 4.30 GHz, 8 MB L3 Cache)",AMD Radeon RX Vega 8,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD Camera privacy shutter,ไม่มี,มี,Aluminium + Plastic,Graphite Grey,1.39 kg,Integrated 56.5Wh,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home&Student 2021,2Y Onsite + 1Y ADP,ไม่มี
159,HP 15s-fq3028TU,"12,990",https://notebookspec.com/notebook/11973-hp-15s-fq3028tu.html,HP,HP 15s-fq3028TU,Q2 / 2022,"Intel Pentium Silver N6000 (1.10 GHz, 1.5 MB L2 Cache, up to 3.30 GHz)",Intel UHD Graphics Xe G4,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Aluminum,Natural silver,1.65 kg,"3-Cell Li-ion, 41Whr",Chiclet Keyboard,มี,มี,McAfee LiveSafe,2 Year Onsite Service,ไม่มี
160,Asus Vivobook Pro 14 OLED D3401QA-KM711WS,"27,990",https://notebookspec.com/notebook/11972-asus-vivobook-pro-14-oled-d3401qa-km711ws.html,Asus,Asus Vivobook Pro 14 OLED D3401QA-KM711WS,Q2 / 2022,"AMD Ryzen 7 5800H (3.20 GHz up to 4.40 GHz, 16 MB L3 Cache)",AMD Radeon RX Vega 8,OLED,14 นิ้ว,14 inch (2880x1800) 2.8K HDR,90 Hz,ไม่รองรับ,16 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Quiet Blue,1.45 kg,"3-Cell Li-ion, 63Wh",Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
161,Asus TUF Gaming Dash F15 FX517ZC-HN005W,"34,990",https://notebookspec.com/notebook/11971-asus-tuf-gaming-dash-f15-fx517zc-hn005w.html,Asus,Asus TUF Gaming Dash F15 FX517ZC-HN005W,Q2 / 2022,"Intel Core i5-12450H (3.30 GHz, 12 MB L3 Cache, up to 4.40 GHz)",NVIDIA GeForce RTX 3050 (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Off Black,2 kg,"4-Cell Li-ion, 76WHrs",RGB Chiclet Keyboard,มี,มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
162,Gigabyte Aero 16 XE5-73TH938AH,"84,990",https://notebookspec.com/notebook/11970-gigabyte-aero-16-xe5-73th938ah.html,Gigabyte,Gigabyte Aero 16 XE5-73TH938AH,Q2 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3070 Ti (8GB GDDR6),IPS,16 นิ้ว,16 inch (3840 x 2400) UHD+ 4K,120 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,1x USB 3.2 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD IR Camera for Windows Hello,ไม่มี,ไม่มี,Plastic,White,2.3 kg,Li Polymer 99Wh,Chiclet Keyboard,มี,ไม่มี,,2 Y. Limited Warranty,ไม่มี
163,Gigabyte Aero 17 XE5-73TH738AH,"89,990",https://notebookspec.com/notebook/11969-gigabyte-aero-17-xe5-73th738ah.html,Gigabyte,Gigabyte Aero 17 XE5-73TH738AH,Q2 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3070 Ti (8GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (3840x2160) UHD 4K,120 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,1x USB 3.2 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD IR Camera for Windows Hello,ไม่มี,ไม่มี,Plastic,White,2.6 kg,Li Polymer 99Wh,Chiclet Keyboard,มี,มี,,2 Y. Limited Warranty,ไม่มี
164,Gigabyte Aorus 17 XE5-73TH534GH,"72,990",https://notebookspec.com/notebook/11968-gigabyte-aorus-17-xe5-73th534gh.html,Gigabyte,Gigabyte Aorus 17 XE5-73TH534GH,Q2 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3070 Ti (8GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,360 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,2x DisplayPort,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD IR Camera for Windows Hello,ไม่มี,ไม่มี,Plastic,Black,2.7 kg,Li Polymer 99Wh,RGB Chiclet Keyboard,มี,มี,,2 Y. Limited Warranty,ไม่มี
165,Gigabyte Aorus 5 SE4-73TH213SH,"57,990",https://notebookspec.com/notebook/11967-gigabyte-aorus-5-se4-73th213sh.html,Gigabyte,Gigabyte Aorus 5 SE4-73TH213SH,Q2 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,2x DisplayPort,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Black,2.3 kg,Li Polymer 99Wh,RGB Chiclet Keyboard,มี,มี,,2 Y. Limited Warranty,ไม่มี
166,Asus ROG Strix Scar 17 SE G733CX-LL058W,"124,990",https://notebookspec.com/notebook/11966-asus-rog-strix-scar-17-se-g733cx-ll058w.html,Asus,Asus ROG Strix Scar 17 SE G733CX-LL058W,Q3 / 2022,"Intel Core i9-12950HX (3.60 GHz, 30 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce RTX 3080 Ti (16GB GDDR6),IPS,17.3 นิ้ว,17.3 inch WQHD (2560x1440) 2K,240 Hz,ไม่รองรับ,32 GB DDR5,2 Slots,ไม่มี,1TB SSD PCIe M.2 Gen 4,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Off Black,3.1 kg,"4-Cell Li-ion, 90Whr",RGB Chiclet Keyboard,มี,มี,,3Y Onsite + 3Y Global + 1Y Perfect,ไม่มี
167,Asus Vivobook Flip 14 TP470EA-EC301WS,"25,990",https://notebookspec.com/notebook/11965-asus-vivobook-flip-14-tp470ea-ec301ws.html,Asus,Asus Vivobook Flip 14 TP470EA-EC301WS,Q2 / 2022,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB LPDDR4x On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Indie Black,1.5 kg,"3-Cell Li-ion, 42Wh",Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home&Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
168,Asus VivoBook S15 OLED K3502ZA-L1503WS,"29,990",https://notebookspec.com/notebook/11964-asus-vivobook-s15-oled-k3502za-l1503ws.html,Asus,Asus VivoBook S15 OLED K3502ZA-L1503WS,Q2 / 2022,"Intel Core i5-12500H (3.30 GHz, 18 MB L3 Cache, up to 4.50 GHz)",Intel Iris Xe Graphics G7,OLED,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Neutral Grey,1.8 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,มี,Microsoft Office Home and Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
169,Asus VivoBook S15 OLED K3502ZA-L1502WS,"29,990",https://notebookspec.com/notebook/11963-asus-vivobook-s15-oled-k3502za-l1502ws.html,Asus,Asus VivoBook S15 OLED K3502ZA-L1502WS,Q2 / 2022,"Intel Core i5-12500H (3.30 GHz, 18 MB L3 Cache, up to 4.50 GHz)",Intel Iris Xe Graphics G7,OLED,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Brave Green,1.8 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,มี,Microsoft Office Home and Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
170,HP Omen Gaming 16-c0124AX,"70,990",https://notebookspec.com/notebook/11962-hp-omen-gaming-16-c0124ax.html,HP,HP Omen Gaming 16-c0124AX,Q2 / 2022,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,16.1 นิ้ว,16.1 inch (2560x1440) QHD 2K,165 Hz,ไม่รองรับ,32 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.2,Windows 10 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Aluminum,Mica Silver,2.3 kg,"6-Cell Li-Polymer, 83Wh",RGB Chiclet Keyboard,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
171,Asus VivoBook S15 OLED K3502ZA-L1501WS,"29,990",https://notebookspec.com/notebook/11961-asus-vivobook-s15-oled-k3502za-l1501ws.html,Asus,Asus VivoBook S15 OLED K3502ZA-L1501WS,Q2 / 2022,"Intel Core i5-12500H (3.30 GHz, 18 MB L3 Cache, up to 4.50 GHz)",Intel Iris Xe Graphics G7,OLED,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.8 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,มี,Microsoft Office Home and Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
172,Asus Vivobook 14 OLED X1402ZA-EB501WS,"22,990",https://notebookspec.com/notebook/11960-asus-vivobook-14-oled-x1402za-eb501ws.html,Asus,Asus Vivobook 14 OLED X1402ZA-EB501WS,Q2 / 2022,"Intel Core i5-1240P (1.20 GHz, 12 MB L3 Cache up to 4.40 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Quiet Blue,1.5 kg,"3-Cell Li-ion, 70WHrs",Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
173,Asus Vivobook 15X OLED X1503ZA-L1501WS,"26,990",https://notebookspec.com/notebook/11959-asus-vivobook-15x-oled-x1503za-l1501ws.html,Asus,Asus Vivobook 15X OLED X1503ZA-L1501WS,Q2 / 2022,"Intel Core i5-12500H (3.30 GHz, 18 MB L3 Cache, up to 4.50 GHz)",Intel Iris Xe Graphics G7,OLED,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Quiet Blue,1.7 kg,"3-Cell Li-ion, 70WHrs",Chiclet Keyboard,มี,มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
174,Asus VivoBook S15 OLED K3502ZA-L1701WS,"34,990",https://notebookspec.com/notebook/11958-asus-vivobook-s15-oled-k3502za-l1701ws.html,Asus,Asus VivoBook S15 OLED K3502ZA-L1701WS,Q2 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",Intel Iris Xe Graphics G7,OLED,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.8 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,มี,Microsoft Office Home and Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
175,Asus Vivobook S 14X OLED S5402ZA-M9501WS,"30,990",https://notebookspec.com/notebook/11957-asus-vivobook-s-14x-oled-s5402za-m9501ws.html,Asus,Asus Vivobook S 14X OLED S5402ZA-M9501WS,Q2 / 2022,"Intel Core i5-12500H (3.30 GHz, 18 MB L3 Cache, up to 4.50 GHz)",Intel Iris Xe Graphics G7,OLED,14.5 นิ้ว,14.5 inch (2880x1800) 2.8K HDR,120 Hz,ไม่รองรับ,16 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Midnight Black,1.63 kg,"3-Cell Li-ion, 42WHrs",Chiclet Keyboard,มี,มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
